size,avg_b,avg_g,avg_r,avg_h,avg_s,avg_v,std_b,std_g,std_r,std_h,std_s,std_v,blob_count
176905.78907948054,47.73535444239231,93.74774742599422,150.31301339809593,27.624583785071387,69.56458526732776,58.946279763959204,51.84437966499128,59.10335081658917,57.5259233158888,75.70437796437757,14.692082525361691,23.28482442058824,75
5730.129427968838,85.48323505358759,120.5707398958378,151.94451857271983,35.08501259379184,41.38837997113414,59.586085714792084,31.045756662714687,27.600908716299422,33.129683288572245,214.49773794920125,22.42207005065895,13.788427560908508,128
72502.58372739663,75.22663514159716,100.54401997768454,156.19031046880252,25.60493533440139,55.86388458157249,61.25110214462846,68.75488781246187,76.57221019994604,62.868354699273304,142.05856111015044,29.266873738036534,32.15288349647523,161
1142.603334415936,75.28992097001192,118.73638627259932,143.8569881996319,38.904450923624566,46.874642070003254,56.41450517632626,23.10552254540348,29.52624091276385,29.674321971449448,75.9363800139059,26.580165588933305,12.336465852828065,84
160631.23898990944,64.18702043743279,89.30987553142451,120.82754699585101,27.066297007125026,49.081776723903964,47.38335176307884,47.02583019251332,53.65715036631495,57.377440875096745,56.28344005605418,23.24643295156297,22.887008234723982,267
123363.70832260788,70.73186540501015,96.03352519022673,129.2518765251594,27.909066873853856,44.54020943053085,50.68701040202323,38.995659467933095,44.79091074677419,50.02517817102619,42.65410081274045,25.299138779912063,19.793880687139293,188
66054.84243483919,53.145346236734056,98.51307282560083,166.46537632659695,25.02774903633891,70.43276659589347,65.28053973592041,58.28412635952725,66.6099829682226,54.12696035996532,125.01359472962358,27.83221500270797,27.717583776270754,162
64177.93299143933,93.2972083092212,127.28104483866464,180.6593398918444,26.399056660216363,51.6878538585412,70.84679995758606,79.77747909659081,77.36534314065946,62.63751935498389,172.37722005316513,29.925140486107356,32.60450432296215,105
54706.335324973064,43.41555794861106,79.41736431954246,145.96415048459372,23.480798304767777,67.73470013204341,57.24084332729165,27.145008363932345,38.44520688470379,54.02168621215015,40.28652734768378,46.368013476802936,21.30094653757071,161
251407.84272125547,3.4140877277575643,82.43886161399202,173.79078449422113,27.39909649031172,98.20649753326497,68.15324882126315,14.398513331779123,51.81652719901327,59.191381493439124,57.008425381272154,79.73822533658962,23.98897424300832,17
220076.86628336337,56.3354520519042,93.77925263364126,127.59180820761688,31.143359469106198,55.83960414228009,50.03600321867325,28.998987626413495,44.6812289310095,52.45158154435035,52.28134866947879,45.82931602079212,20.78108477585434,62
90986.9258074681,93.59222467307391,131.21035922483065,167.86539309910194,32.39914733323319,47.282636205090725,65.82956592121644,71.89631173780313,71.04934127607419,66.95354857714977,127.1677831624062,18.24850196678977,30.05083479272185,13
5868.248091603054,85.23515691263783,108.77830788804071,153.74639525021206,21.59622547598471,43.95770891422038,60.29270401969101,29.377144421307953,28.09914077636104,33.673259649914506,298.79159858254354,18.33835786292835,13.213572506832065,36
104166.9869983138,60.189654291408075,91.18191005558353,121.8985187161828,31.21149382770868,50.61470510201875,47.822248168447736,34.514451481942764,42.30235709799778,55.25282740211019,43.54137438720485,35.24633889881435,21.7047871309172,132
252179.90350286977,28.202443588979953,79.58786220893676,182.55223051949244,19.96939103016472,84.82044919182437,71.58911000764408,26.993162449603936,50.74741010085813,51.44987374899957,62.394101345894214,49.57398876255469,20.371654452525135,22
32459.774795119298,62.06049899836095,83.35430097735691,143.05107752079152,24.171961764802717,55.31621292606846,56.09846177285946,32.56018467235444,41.82793961883931,53.87599172635945,57.51344559212305,39.00018810973126,21.29663987993141,121
29588.202444224247,83.5326847431162,97.2392727381918,140.28872774224544,22.111433206127877,41.26778070348146,55.01518734990018,39.11612717980406,43.64850534134196,47.34887573272056,62.61018806743522,23.254920527853105,18.98393331367099,80
1777.6180137274132,102.86202549376662,120.35243031236868,163.07213895503574,30.46626994711573,34.16039616457123,63.9498584137395,17.11782835530271,22.64488096247699,24.098090001642646,137.45653779710798,24.033357957184364,9.48647510948235,98
226526.73353523333,38.53388051294425,61.221893036627385,114.8489440457641,30.80024967585509,66.90236072274126,45.038801586574124,24.228578614212765,33.96977678240029,51.32267359478735,33.12836594081645,51.83046686600557,20.160820937632156,211
118983.86688794626,35.66982977082415,85.77152655354783,157.73401691273685,25.097082370244134,79.64107138945572,61.8564772206811,49.096966532886945,63.910851681147385,61.78881891877921,79.76813413370816,36.33009848027735,26.836347602703235,68
75249.93968736895,55.391471394162785,75.16259544217885,134.1644384635638,50.464178046315666,58.24598512026579,52.61350527982895,34.59050744759086,45.48592896797886,60.8270739299366,49.21508485607678,42.19907727146613,24.041844431175992,94
217546.18889011486,56.9291563549236,82.63615835684674,137.63911001119192,21.632628474179484,59.24352858490444,53.976121573016414,43.4301680864037,49.82475583720736,53.350574408085436,50.24794242141443,21.9795124159838,21.30712739921305,98
143932.77180973385,27.060409634341514,63.91597520138785,109.19741389744352,26.470005806521677,75.05924894837787,42.82251525389942,12.85838456786305,42.07847195344487,59.62101342716395,39.965363728053326,78.51883798596994,23.446404667705682,51
237047.57917843922,78.32600710009906,114.335327425578,147.906900818323,31.33715220693113,47.22541781164282,58.00270620326395,32.96168471779848,33.366930406993426,37.087852103482646,14.211248546960219,11.57600358226398,14.570712640697108,97
24455.73853230425,78.56898960111748,105.9866662904068,137.89162304403652,30.004592573383807,42.663565198433815,54.07514629177902,25.193753925253652,29.290439383999427,32.06688716918998,60.393237606932665,17.54362164685693,12.639577783187974,57
93936.32030625068,95.18437511903406,114.15857235363578,148.82054622328883,22.465885658963465,36.364457029077286,58.36099851893674,30.43660027767593,34.57336657502124,40.63717372056935,33.892754257603826,27.66205627024935,16.21009090263339,89
109665.13331236105,88.00855813022365,119.68949073047958,153.49347594500486,29.07394409471862,42.43468881472789,60.193519978433315,40.80916587373887,46.3093452482134,52.3731257057641,34.97542773308552,22.519166342495964,20.62519109393355,328
64494.97755027165,65.37966246789776,123.97000297000304,187.31558902147137,47.88997673534769,68.00212738214944,73.4570937339104,67.98331903823546,78.202529878403,54.340679524565545,154.6070957500176,43.108345886733176,34.69999623159349,159
64494.97755027165,65.37966246789776,123.97000297000304,187.31558902147137,47.88997673534769,68.00212738214944,73.4570937339104,67.98331903823546,78.202529878403,54.340679524565545,154.6070957500176,43.108345886733176,34.69999623159349,159
98946.27208059595,18.26701313051961,82.04241304591795,167.25936445177285,25.314229475926606,89.74309191855863,65.5919076281462,27.745210335626233,56.18080424526217,60.18919472220014,60.64133490176779,62.06874232450022,24.92794240816923,81
110784.97566299164,22.059629156991136,80.39240462193953,192.96417787633453,32.38513699513232,88.109134675157,75.6722266181704,24.994827586312017,55.713870592208394,59.2357555628474,60.71829273404175,59.41582002135885,23.554868975507304,208
56688.599611194375,98.69112902137081,118.12362129250879,171.24506905350134,34.2172263304964,42.295708029075264,67.16944042747448,22.643342429312842,25.350736863769,35.58706555650279,26.317707093861713,36.41092107375197,13.956453093045667,94
12830.930689608005,104.20440485780728,126.77045492544573,168.18461491693395,25.915492430717595,38.07796403904497,65.95475094781722,17.530089780369877,21.536679430338502,26.06328640369276,112.52766334824608,34.231007608965555,10.232650030774078,228
65853.07851181399,24.707593187841905,57.77669458072522,120.78410308464446,21.56321905431286,80.17359247825881,47.36631493515471,22.803825495478836,28.42839369182013,50.94740178670193,17.810636415436065,56.354723071722745,20.05630764256289,363
50287.98975615734,69.55239553976227,82.2078421762039,133.5689131233916,18.6853678634384,47.427768717362085,52.37996593074184,35.7556909870528,39.96357169892237,57.31414497762364,30.916982718302354,36.05872292825331,22.479929958748794,69
220806.9048093046,71.40661830888972,146.32954236600125,188.11741056458587,39.35276950233275,63.67642118392655,73.77153355473956,54.85682625361114,59.111170808258926,56.48032077932939,98.65495112984176,19.025345644264522,24.151264827804727,65
24981.600386566806,64.8661512442619,75.03382459531286,110.66289303834606,35.261990344098884,42.1749606073059,43.43556509339661,20.99132378528229,21.774920928351243,35.11613704284384,74.05028316645057,39.15824126387104,14.041317077215531,95
92125.20770689851,45.64863849884791,102.04953343602409,157.36843277786969,29.71460805526003,73.48878694060173,61.71311089328225,44.07808329455825,66.38136129761074,57.44071456360253,91.70406180663568,47.227448284694304,27.683650059045878,199
170770.81107824243,56.36785062719673,109.66113338624395,221.5208670466611,19.856824798046645,74.58764933853249,86.87092825359258,41.8948522895952,59.54408394894414,51.37583585368482,89.26773143075492,33.193345020483655,23.48268639306469,106
84586.90033562775,59.61161992528964,88.20653431177348,126.94267781633388,26.30652306697428,53.082657459297785,49.78144228091522,27.989961057061166,29.485194506172917,48.71247040118649,9.316626964594272,41.83589669523836,19.103922652868437,259
47053.80280282051,68.47967335816472,92.91356200621077,125.28993444160346,28.365000568741632,46.431659831623506,49.13330762415823,19.16541929925361,20.186254543846296,31.234509909037776,40.4772046281077,37.14374776698862,12.329857269186197,76
194199.7611796144,39.11092148184928,60.69945658287215,107.13211901649638,19.571656986278807,61.46916949363815,42.012595692743645,18.933754166847063,32.99740152649629,58.68135745808017,29.573421663861467,63.46394745242654,23.034426924374483,286
66748.98758936021,56.18183220234423,107.3374278767646,156.59487607504437,30.79721103505533,66.02294678100377,61.40975532354684,48.026975662308566,64.31048326231544,61.036128651678546,83.71500610764375,45.42495511804708,28.005460664450204,134
252977.77943538976,76.36415334836742,98.89279869067104,135.79399941170698,22.52763175435439,43.61386110156152,53.252548788904654,24.10882217918852,32.43954885466182,45.48416753254711,27.248923467784664,46.85556452075112,17.861390944915573,108
230966.96997037734,38.813202175705506,96.40647214710098,231.11577522233802,22.329878469708174,83.35940779203469,90.64306106142983,51.838597170690406,63.68576660837628,32.78633996256256,154.28753875143974,51.725836132446894,26.78635919011296,153
