size,avg_b,avg_g,avg_r,avg_h,avg_s,avg_v,std_b,std_g,std_r,std_h,std_s,std_v,blob_count,fire
746.6756973,70.45952219,82.38985153,100.4738485,23.24389481,29.86624743,39.40150921,27.94606389,29.15548121,30.02043591,69.37415304,8.854372267,11.89894121,535,0
7758.045041,36.44931102,90.58380202,115.3445116,40.58143176,68.24875209,45.23314181,28.60094877,44.74909001,48.39526103,55.08773226,39.99731439,19.02073096,416,0
11990.27787,83.22845415,103.1568717,118.252789,34.93041233,31.75492372,46.37364274,33.55680688,38.37860941,36.24544708,101.7445869,13.4786622,15.08710834,173,0
9440.288374,94.78781737,136.0471492,159.5420713,37.96743712,40.62803811,62.56551814,37.12667788,45.31435257,48.04807874,55.77084145,22.48620401,18.96006522,321,0
88.04280156,66.6848249,74.41634241,101.3463035,13.0526484,34.96478123,39.74364843,41.28541552,42.11852507,41.81651983,131.8020069,2.654446064,16.57326916,9,0
197949.3269,83.65172018,107.4359736,159.183758,35.96275703,49.43661813,62.42500313,58.49306407,63.22298148,53.48473546,146.3970743,20.34932647,25.26962455,90,0
52833.46382,86.07050568,113.5998611,146.2762271,44.86567462,42.94651026,58.10677518,48.24099504,49.65229993,59.28847163,16.99217632,18.39763013,23.27585011,159,0
189134.0341,32.03495773,60.98753745,100.279269,25.09922547,68.24039613,39.32520354,31.02067988,47.40058602,48.40887402,59.47486709,36.49845275,19.27534307,394,0
129081.116,46.56142932,95.07872078,122.6307943,38.77036024,62.49823481,48.16130829,29.90625264,44.36440789,48.97109067,49.34927023,39.15298041,19.23799879,84,0
476.9082397,64.91666667,82.56086142,96.98970037,33.31603856,29.04425241,38.03517662,17.79628341,21.83040404,23.07508466,65.55082867,17.69659253,9.091342664,40,0
55320.44441,140.1019794,165.5846443,201.6440668,24.90252937,30.92177761,79.07610465,38.45152369,38.73745106,43.47941154,13.94063087,14.52182716,17.17401132,134,0
2757.868517,80.85025268,109.1013388,127.939445,35.89987022,36.50026428,50.17233137,29.16121444,32.13915137,33.10810751,62.27400636,14.38141243,13.18006562,39,0
2585.302509,97.75448029,132.8400239,149.451135,39.82594835,34.93183497,58.60828824,40.02718061,47.51853332,50.35914791,46.80940722,19.29636633,19.75309442,58,0
111965.008,83.26320388,102.5049847,118.3918424,32.09067026,29.7675486,46.42817348,49.57146615,52.46518629,55.70509967,49.91047648,12.37626756,21.96381111,276,0
13039.81862,117.8632994,173.473757,215.8172383,34.38949743,45.86896272,84.6342111,58.17533848,51.49678781,44.29911946,197.8945414,26.43197363,22.95835367,42,0
60234.29664,111.2417729,161.1742039,186.6459792,40.01515504,41.11322018,73.20545604,51.42818701,49.07935326,42.59714307,191.6611245,18.71348493,20.31539645,215,0
2540.85007,79.13620663,96.29329392,111.9961102,31.3067425,29.39577638,43.9200432,32.4130558,34.52488542,35.02761309,78.10476537,9.067165119,13.86834146,557,0
105.1643132,85.47240051,129.987163,151.1412067,39.18094395,42.70685817,59.27106144,24.11466608,25.66041268,27.71930816,229.5193654,20.27248404,11.12942658,31,0
1143.223088,67.99083527,82.74557196,93.08718363,35.28737278,27.84903309,36.50477789,19.13086745,20.58236756,21.39156683,109.2509957,11.17480991,8.504673852,244,0
41088.46044,53.63380222,88.10986076,133.2510799,31.89022302,59.58475332,52.25713633,41.84470566,43.27621058,53.98960895,27.96740009,22.88780711,21.3105638,420,0
174002.9659,78.51911448,105.9470891,136.7630725,37.07565676,43.14926015,53.63452768,50.9723287,49.09067907,51.6168435,264.0726893,7.919917491,20.52542938,558,0
1418.313518,88.19098814,105.6912253,126.6028458,28.14635859,30.47722436,49.64817484,26.32905306,27.19570347,30.51119322,117.3510334,17.46881475,12.12024405,57,0
5,123.8,141.4,167.6,24.10958904,26.13365155,65.7254902,5.153639491,6.711184694,6.8,56.76321297,24.21118396,2.666666667,3,0
188402.463,110.9787732,143.7841795,164.4435402,41.72447215,33.17631829,64.81835562,47.23459651,52.31077709,53.34947257,57.34227107,13.5322973,21.12052559,253,0
172055.9654,90.77799801,124.0365568,150.0206881,39.12843376,39.5411909,59.01363478,51.84359321,44.8658379,48.69254535,273.7298415,15.45116361,20.46906205,323,0
57635.00837,46.18515469,95.53345914,131.1936753,34.75451295,64.559149,51.44850012,41.98415337,56.00193106,60.65256461,46.29191737,31.05274563,23.85328069,531,0
152754.7967,102.2426788,122.9206879,164.651244,38.93072651,39.22384715,64.62841865,51.22383383,49.10383477,46.9807198,208.570409,8.965914679,20.16531405,80,0
29910.68823,96.30896078,144.0507457,163.7167422,40.99654732,40.42572478,64.202644,35.16538311,49.24167245,52.54316011,51.7652464,32.36814979,20.63880402,145,0
1964.511843,49.1090336,63.36418997,91.124059,22.98418895,46.30459766,35.7349251,25.47051316,25.33706858,25.00371196,155.3248342,13.1813258,10.53508474,210,0
1427.686049,58.46064869,78.76568972,113.7535365,26.17877636,48.74601908,44.61925231,31.52596902,33.11164729,35.08868827,118.3305798,16.55344916,14.31931155,238,0
16980.15405,50.84587663,73.05003332,89.12865006,34.19480255,42.81720756,34.95241663,26.75280324,28.81938913,34.61106699,34.65304807,23.26611745,13.61022318,456,0
805.148685,80.62571596,97.73699591,122.0551724,24.45844536,32.54221514,47.8647735,29.76020985,30.66792176,33.942574,78.3894488,13.15379672,13.42083139,66,0
11093.83192,114.598308,148.7808883,191.5147472,27.96446274,40.25917588,75.10382242,23.74348809,22.21041116,23.19651007,241.0239723,11.46115767,9.595965485,74,0
10628.11841,50.99492806,71.53012111,88.7526136,32.48303628,42.14137132,34.80494651,16.52375272,21.6791386,26.89122679,56.32855091,38.94227285,10.57323747,110,0
232688.6797,88.3821248,118.0332664,148.71164,39.62410142,42.20747356,58.60334762,41.09667636,42.97410541,43.25494809,61.70882698,6.316218675,17.02076691,83,0
22135.67276,52.7457027,73.80833309,131.6580966,39.37675175,58.7118533,51.6306261,34.79811597,49.46642207,42.23879575,103.7783857,31.26067848,19.93507524,228,0
4364.471906,40.19447881,74.45947002,96.1808386,36.42573488,57.80681369,37.71797592,16.55221799,21.59114082,26.38974235,54.08353971,38.67427407,10.36886077,209,0
569.3180189,60.31834474,86.73639622,135.7657217,30.84317093,51.53092533,53.2414595,28.16067574,33.47173478,37.73325195,97.8756668,21.96663018,14.98367787,79,0
13665.37737,90.29232661,114.9875307,136.8826857,33.25963582,33.61583627,53.67948458,35.85655491,38.00429677,42.43832208,66.11991828,17.06005795,16.83713705,205,0
22626.88847,96.96161573,116.3533685,136.4178146,30.68412398,28.96089916,53.4971822,18.33782652,21.66171081,23.055758,49.04102694,21.4546776,9.106407745,89,0
6681.510038,66.68746017,88.14685575,108.0024432,33.19811834,38.64574091,42.35389928,21.19754431,21.94649397,24.45927784,157.9016035,18.12444154,9.66432322,94,0
1038.790967,48.88821356,63.32618281,90.60547015,27.06282434,44.31049711,35.53155692,20.66657643,21.30583916,22.5627535,131.0251293,12.58972741,9.110970881,277,0
2019.309587,71.65142857,96.8848254,120.0504127,30.79690708,41.84447023,47.07859322,38.17087993,46.77765764,49.00418749,51.29212147,23.8090862,19.40183962,24,0
228334.399,72.69928781,127.6642161,184.4381333,29.76575601,61.78607341,72.32867971,58.71624474,58.96512407,56.04845417,164.2397224,7.694872081,23.450446,141,0
239705.5415,64.49562748,108.6472842,155.7108916,46.35071217,60.13910642,61.33687511,47.59681737,40.8378989,40.23639016,235.3042843,18.77151949,18.8673576,76,0
239302.5905,48.70822482,94.367303,144.9699749,30.398856,67.51859158,56.86081999,39.59007161,49.51140073,54.93956827,42.18650222,31.4324077,21.79528181,100,0
2009.103011,62.67643951,113.8143159,141.6201796,37.05117913,55.5363917,55.53732534,26.0386813,31.15235903,35.9632694,50.16698217,29.60490865,14.1809502,172,0
146982.269,62.67219289,85.77201853,109.7444605,29.44165285,42.4673619,43.03704333,36.53703011,47.55237219,53.55411591,54.55214037,30.27998729,21.01131372,428,0
8285.967664,49.53511665,65.24231334,87.07947897,24.95274805,49.74807632,34.14881528,38.75212557,39.06364712,37.50088917,120.0803772,11.97937317,15.73996979,227,0
31194.77304,51.30517851,103.4768735,141.0088659,34.63638652,66.25450247,55.29759448,57.2725789,70.55545235,66.80407537,84.20626334,29.39918237,28.83386499,195,0
20441.54148,47.46238177,61.95219335,133.5511487,31.80447885,65.45359677,52.37299949,24.12672557,23.48399313,25.58469305,239.7306106,20.20002246,10.60277234,512,0
53649.90339,102.1168654,124.1758903,140.2536867,34.9355326,27.63354206,55.00144576,50.01528282,52.48936411,51.38387945,110.2116425,7.983607625,20.74488172,292,0
42154.23628,109.8623421,127.9812884,167.4998631,28.03728615,35.17151156,65.94368081,48.17185624,52.27392706,38.43457497,176.058165,28.4704595,20.79380226,306,0
54449.33471,78.69431859,101.5563579,120.8628443,34.26364539,33.44865595,47.39719385,22.31206762,27.84867426,33.47678911,45.008461,30.75285748,13.16137728,50,0
6966.663887,75.32983178,118.5290926,170.4301813,34.50260129,57.01491645,67.09187214,63.24381383,63.35243961,59.55953747,117.8576602,19.40545605,26.67661013,217,0
1706.524259,104.5328214,127.1054974,157.7371908,25.2661255,33.33581742,61.85772189,34.35594464,37.55659167,40.04107346,109.4627898,15.89895359,15.88631829,285,0
185388.5564,100.6011796,132.9283038,171.3054026,27.21092482,41.1179939,67.17858927,33.33125731,50.28312491,61.73573442,44.03573994,47.78324007,24.51019383,60,0
40470.05204,98.94727066,118.9802126,134.61641,33.71458326,27.17870649,52.79074903,43.4949819,47.17704212,50.28538975,49.08538572,15.86212384,19.89155112,799,0
3782.81234,95.69508979,119.465842,138.0042907,33.35578643,30.42062536,54.11932968,23.42075394,28.31478665,29.53640817,90.69811068,22.61154493,11.87237015,192,0
1556.036902,92.01958998,113.3357631,130.3321185,33.38149785,29.43437235,51.11063469,18.11514804,19.92837094,20.55924332,70.25283561,11.80596276,8.063566475,6,0
194739.4303,82.08318624,110.0849928,136.5072934,31.96067044,40.67616472,53.53292755,50.23891182,47.8785337,43.79701916,197.7183419,15.20300166,19.85469096,181,0
210099.5854,88.35008907,117.1599387,144.6115104,30.67843675,39.17482325,56.71039624,43.92313625,44.30910916,41.49440449,170.1543623,6.694264418,17.38705727,116,0
46410.3827,73.12882335,96.47368592,122.2178084,29.12032366,40.41956004,47.9285523,20.76539704,25.00096578,30.12104887,32.43613774,31.01881784,11.83029607,176,0
68452.70376,76.2236688,93.95631224,121.997385,27.38600139,37.34990473,47.90116337,37.31368014,41.33829206,39.80983616,88.68489315,12.59959497,16.47740284,263,0
63549.39552,85.15599751,110.0431153,125.9468594,40.06897564,32.72471749,49.39092525,29.82989937,33.90883884,30.23165472,116.3532938,14.19295185,13.30733483,131,0
1079.292836,55.00418936,127.1855886,147.2419355,47.00377873,62.56000156,57.74193548,17.62894001,15.24756049,16.56053158,260.3158173,20.57248076,7.435606585,88,0
32064.27365,58.76842577,71.43700036,81.80289241,34.16017916,26.20898838,32.09082988,21.00111243,23.45407929,25.63576839,70.26140025,21.20271336,10.18720568,707,0
200980.4336,64.06009686,113.7222715,163.5824309,30.03727597,61.81203931,64.14997288,45.40224142,53.74172519,48.24531332,99.60095446,20.58771546,21.51288092,59,0
3691.786725,102.7772048,119.3997973,137.9478161,27.93044258,26.13442007,54.09718279,25.10564047,27.4330989,27.79295373,89.12509942,11.280581,10.94043947,158,0
1875.24517,116.2255875,141.3056136,174.9113577,25.72292428,33.23636577,68.5926893,19.13097499,26.52698618,34.15712047,44.5218675,43.50395967,13.45013936,50,0
638.8017503,85.37470977,108.5131273,139.2087873,27.79156823,38.90337075,54.59168129,29.40925613,27.86131933,32.10750449,136.4464863,24.33734652,13.79524686,63,0
121642.8725,56.6297987,87.57268312,116.5627446,34.75319301,51.92641156,45.96660628,34.28921929,42.87753517,51.44417677,51.16265666,34.90604448,20.49787405,211,0
634.4264056,91.70456938,104.9922089,140.1991998,19.24703105,34.78091098,54.98007837,22.45729709,23.762393,26.27256659,149.6374857,24.27617744,10.96811228,76,0
90568.05143,60.42493147,86.09081081,125.6717305,25.64699535,51.42540718,49.28303157,22.54887688,24.66683243,33.0324274,201.3178633,35.29663269,13.05361946,125,0
3343.922591,82.32524359,100.7004691,137.4095994,19.78461283,40.54382375,53.88611742,45.76671785,50.1824793,53.97386667,42.4542733,16.33345233,21.25682731,76,0
169922.503,30.90390048,59.55604891,121.5417584,28.76915918,75.5258457,47.66781676,36.27640239,50.1512789,56.6336714,57.21757521,37.96554371,22.35570947,359,0
6301.474403,89.61275723,99.39913101,186.0828958,64.62375678,52.54992832,72.97368464,31.73354454,37.2721136,28.00347438,149.2692597,44.5118697,15.99243897,292,0
138420.823,76.76173888,106.7451661,135.2211814,31.55528954,43.74827191,53.02903677,40.90714059,44.95535161,48.53115684,44.83995182,17.92970523,19.16692107,366,0
4737.177634,52.01421069,85.96617238,99.00267738,43.05085479,47.91332712,38.82457936,22.40336304,25.80156908,26.3735726,84.64529508,18.92410016,10.55623754,336,0
3489.639591,37.04127456,92.33902922,129.9124979,35.44066095,64.15203939,50.94607762,20.74404659,19.51294595,23.25872057,216.3378601,20.34792944,9.302464053,173,0
2830.753999,63.21560305,73.79079164,99.23749328,22.11001192,35.42635572,38.91666403,21.99631419,24.68186899,28.31313938,58.99778961,21.95719211,11.16662937,419,0
169314.3081,67.70264665,112.9558098,148.4435058,33.60822654,54.5831298,58.21313951,33.06931833,43.43940525,46.90308257,46.96578583,30.14414536,18.45342942,238,0
45530.09978,82.60950299,120.4724136,151.416757,39.91732097,45.45711596,59.37912041,56.89377512,47.42391201,39.18054407,206.9271137,31.07457691,22.3364615,73,0
155367.0458,122.5063693,153.67919,173.0789595,38.52037056,30.64038201,67.87410175,65.34511673,55.87869041,48.57230685,210.7645145,26.40759808,25.70090147,305,0
229271.9255,81.19557465,122.2728081,161.3024682,31.13155609,50.33249671,63.25586988,50.58488365,58.90532235,57.43113139,73.26292504,15.92216633,23.17069028,96,0
14625.08602,78.21365576,89.08282703,132.941415,42.4083094,41.53530311,52.13388824,23.40697935,27.05215795,24.39704345,110.022073,21.92093635,11.05789383,337,0
7226.110146,33.06013198,46.95262579,128.6389332,34.40848128,76.57938886,50.44664047,18.76543642,20.33787491,34.48635023,71.97606125,51.37497968,14.45845523,100,0
24868.04894,51.12002883,66.16859945,108.4963201,17.94185142,53.19794874,42.5475765,39.5339736,46.15640585,43.79946423,89.43139576,16.03542004,18.36826536,186,0
29154.10612,65.9087687,79.38829352,122.6739321,28.26166785,46.51865833,48.1098941,31.99344604,37.13069417,38.83402774,56.55708054,18.61525386,15.31801476,415,0
1342.7821,63.66772141,80.37877627,104.1868234,27.30513924,38.76192979,40.85757782,17.28240424,17.77279831,20.16683256,124.8066106,18.26690219,8.116025275,234,0
174972.1534,115.4041189,143.5208783,169.6389411,32.21150246,33.26129005,66.54583698,59.70391514,53.50741828,45.0376214,203.7984051,25.09730245,23.47009149,131,0
3341.192751,80.33788724,98.51409542,125.0320942,25.29365234,36.20331443,49.03219379,32.08546662,33.41090245,31.75433799,124.00648,16.2993193,13.7243185,151,0
70915.29252,119.9328862,136.9733324,158.2965627,26.64560162,24.09708316,62.07708342,32.92988584,38.08110789,40.72840132,51.02735177,18.95681334,16.05528156,167,0
1259.848699,72.80319092,85.9453903,96.12528108,34.34386124,24.46980013,37.69618866,8.552700184,9.741033992,10.4991886,60.81620364,18.47710467,4.139910253,49,0
93458.27956,91.91194612,118.6507323,141.0622122,33.49300092,33.69601349,55.34571575,41.47827087,49.46292504,54.3594742,41.06797835,24.54621727,21.38144721,41,0
37905.28399,60.95333259,86.80639245,140.362127,30.26059246,57.48119334,55.23772622,33.42771114,27.9679593,32.499334,274.7687832,19.09223219,13.24219611,87,0
21602.75375,93.99713281,110.5309964,139.9416196,25.7381719,33.91010167,54.87906649,34.74871544,36.87962946,33.59781063,90.26360783,23.08448604,15.60092467,234,0
219988.4604,71.33735094,106.3361158,136.8471465,32.89240916,48.99412166,53.70077769,40.50908314,47.33691141,52.70110218,36.5440453,23.69323611,20.69319609,109,0
174518.3337,61.64145909,71.76715602,117.9481979,15.91850729,47.75935959,46.26319189,40.5415657,45.00254154,32.89062614,156.3859961,28.63679589,17.76850307,755,0
1258.815951,79.78569917,109.0150201,141.8083351,28.01966313,42.65698727,55.6111118,22.9613985,16.76933741,21.74972681,274.5532223,36.58485995,10.62421726,24,0
34254.82507,43.7130151,87.49448065,122.3637276,34.65595803,65.87756131,47.98606964,28.06350246,25.20169273,32.08597497,102.524117,36.5139102,14.36596085,298,0
25895.16874,63.12607459,84.51407753,115.1629862,25.72640597,45.67465594,45.16195536,42.91054626,47.6123524,52.1448318,35.84424316,18.42109403,20.54812598,94,0
4183.573776,88.84506885,103.9350836,128.2965213,22.8583651,30.79767476,50.31236128,31.02191843,35.0976387,37.10888578,50.77180566,16.65889224,14.59779565,396,0
349.6188811,98.81293706,123.1346154,134.5506993,40.43586877,28.18880582,52.76498012,13.26871655,15.76760016,19.77207677,23.83368738,32.62083268,7.753755595,4,0
18970.89126,114.8976734,147.4380809,186.0772861,32.65580804,39.96448985,72.97148473,33.61241801,36.4851963,35.32387269,164.6026185,15.0629072,15.01456812,279,0
34923.79276,66.90769899,83.00886384,104.5770465,27.38371919,36.16786095,41.01060648,43.468976,45.68195786,47.15017989,57.35987182,9.87953413,18.69126335,462,0
134.1770452,102.1208791,127.8620269,140.3015873,39.49267885,28.09158978,55.02023031,23.36435035,27.37367013,27.00344338,92.15464759,16.18356898,10.87337952,21,0
10855.89777,97.43846332,140.4299205,174.5863675,33.12381024,43.94555111,68.46524216,48.55389137,55.19782706,61.48108835,40.31307376,21.80875564,24.26271026,70,0
1215.488348,77.95038412,104.7017286,143.2078105,28.19543813,44.14866755,56.15992569,26.96920752,31.32181526,35.51019305,54.76326662,24.58773043,14.47347295,72,0
3059.035563,88.83631385,136.1573645,174.2150367,32.91079282,49.75907198,68.31962223,33.62479488,40.03334846,46.5129746,59.95101352,29.31998036,18.40971622,621,0
7907.97739,83.88983754,111.8251117,144.3379185,28.50137381,42.14839392,56.60310529,31.3344636,32.66708761,32.67777927,122.9650192,13.68428107,13.58482384,151,0
33341.93776,108.0131423,147.4885187,179.7065258,33.87601751,39.95826564,70.47314737,36.80599839,32.8212398,34.55052149,235.1997726,13.42768779,14.56490781,105,0
33341.93776,108.0131423,147.4885187,179.7065258,33.87601751,39.95826564,70.47314737,36.80599839,32.8212398,34.55052149,235.1997726,13.42768779,14.56490781,105,0
3374.127273,96.95207567,129.5509196,170.808618,26.47068271,43.1853053,66.98377175,34.95714597,35.92708185,40.10744475,60.8678434,17.6553348,16.18645844,39,0
28959.9818,98.90221779,126.3228506,144.5663383,38.52083018,31.83689694,56.70444246,30.73432729,32.51476203,31.53608731,112.0423435,12.1439095,13.18781921,107,0
129711.7086,91.1638188,118.3068451,144.9518159,36.14874446,37.44892662,56.9485194,53.41713375,59.06484943,58.47448701,85.22842747,11.5645191,23.3833219,174,0
27939.65815,67.03468786,83.13247026,98.88027387,30.76686164,31.98533654,38.77657799,24.83752505,26.49540053,29.77378661,44.40715137,17.77850151,11.81492033,220,0
31298.41846,128.8493243,171.8686566,199.4467019,35.68108751,35.28518614,78.21439289,34.58852492,44.11736191,48.31455133,49.46501418,28.38509018,18.96537127,203,0
14484.08638,86.96742829,137.8258234,164.1383234,39.09669508,47.74582342,64.36796996,43.75310394,35.81515145,37.20602561,228.4117754,22.59035154,17.62927614,287,0
150133.1615,52.71534545,72.34929613,108.8039087,21.46508846,51.93685347,42.66819951,41.67515655,44.43814992,42.000963,120.3415255,7.586007834,17.44815877,223,0
2165.052648,42.05587957,92.65093001,107.1162516,45.44363917,58.86621787,42.00637317,21.48301932,25.29741473,26.10399031,66.18366602,20.08125556,10.30147477,140,0
120.6924883,116.9624413,171.5387324,191.7793427,43.65067227,39.42415097,75.20758538,39.21623703,37.66903326,38.19516693,204.1319711,15.28958963,16.09022454,41,0
203847.538,48.37923402,90.10716778,125.8869813,34.53648234,62.50871461,49.46945329,35.25626482,48.54214412,55.58875303,47.86673021,39.32199826,22.08317747,353,0
3344.489313,34.67372396,65.88038568,93.19324388,32.23731387,64.07682606,36.54637015,21.68959178,23.73074674,23.57797161,139.0361853,17.14825404,9.650703857,65,0
74155.48908,96.19903554,128.9042307,156.1376081,32.65710533,39.00124627,61.23043455,40.03398258,35.32090669,32.76450968,163.2242398,29.9276699,16.74368607,155,0
4410.136822,87.85008064,106.740075,124.5800898,39.73540807,31.23993113,48.96965568,40.04240479,40.28433036,41.76656978,90.68549329,12.53576997,17.14702373,148,0
2349.808917,74.86836136,105.0162691,120.9417286,39.46250899,40.58218592,47.42812886,37.94039965,37.69962622,36.41110247,180.1238278,11.66624334,15.17415536,96,0
6769.006361,79.24671466,106.1473355,122.5572887,37.54779166,36.40311685,48.06168184,29.08630664,32.25066052,33.37088979,59.69526645,14.61155736,13.17170678,189,0
146265.847,92.84481602,102.1239846,145.9981081,52.43721983,36.07788117,57.26960142,42.7852223,43.59517043,45.69211862,51.5193215,7.723774041,17.97648363,214,0
46992.71814,57.9108644,79.16702226,111.5481003,29.76582115,47.77595675,43.74624434,40.36028902,43.93626717,47.36237706,75.07819814,16.55843959,18.79093823,656,0
56605.67797,70.22267247,89.6957809,103.6003337,35.13407575,32.39977026,40.62758185,22.49395422,25.08473567,27.72696831,41.12969132,18.33128295,10.88264119,188,0
20311.0766,78.36358964,97.39176414,112.551809,33.50084027,30.49005294,44.13796431,29.32061991,32.79973318,35.79240279,42.0036065,17.67498193,14.04704139,254,0
145430.8032,108.5974188,150.7700903,177.9826539,36.8916173,40.15052596,69.79711916,53.08922821,56.70025305,53.61816041,109.2246012,9.482025107,22.41665533,170,0
58074.59121,28.51288082,37.57210129,152.7605837,36.44467275,81.4711621,59.90611124,12.50348693,24.12397227,37.606216,54.31280611,66.32110498,14.75383704,447,0
6927.335985,72.37745547,90.33281701,101.8870661,36.81204289,29.14755571,39.9557122,35.61343411,41.55417332,45.15199611,49.67557908,21.5117162,17.80141762,68,0
13993.70834,60.79080953,77.17620616,114.7733277,33.52378544,46.97840885,45.0091481,25.18805208,29.41365213,32.89202273,72.55871343,23.15489328,12.97061493,124,0
4406.689141,74.39747988,91.79759863,118.3553899,23.54961791,37.2442537,46.41387839,21.28708512,24.23859126,26.44781022,69.35957261,21.2489174,10.58166016,87,0
251.6050251,84.15965542,112.4011486,135.51285,32.62044052,36.75180754,53.1422941,29.84041525,33.44015132,36.82314909,103.5378868,19.50425266,14.52030718,204,0
243.3067437,89.26820809,118.4435453,140.3418112,33.77330038,36.33597876,55.03600438,24.95700594,25.53290403,27.9223438,142.3773342,15.16545138,11.03359062,109,0
146957.855,45.11572275,69.99569167,139.3379687,46.04549004,68.12402128,54.64234067,41.76430405,54.26886152,47.0280407,95.83511404,26.6888133,21.74552135,206,0
95055.49567,69.78839807,114.7094663,154.5622302,32.8020447,57.92009318,60.61263928,46.37462726,51.24865058,51.30698386,134.3361097,33.2999915,22.03253952,53,0
30,50.6,59.6,63.6,41.53846154,20.44025157,24.94117647,1.356465997,1.356465997,1.356465997,0,0,0.53194745,1,0
33363.2802,48.23671062,77.75564134,120.4579267,25.77031225,59.7606773,47.23840264,41.64598518,51.02194384,58.41326087,46.67097367,28.12125553,22.94810572,170,0
17.05882353,54.17647059,76.61764706,86.52941176,40.49758605,37.09422141,33.93310265,22.62205984,24.90288515,24.62773637,56.33621819,8.40398454,9.781407294,3,0
13670.5262,64.91079565,81.2891693,104.8712758,32.72749611,37.73516782,41.12599053,29.63326478,33.17038824,34.35277713,64.73305873,13.45796415,13.49366092,126,0
153417.2817,67.6274558,81.07534947,129.4385595,13.34719554,48.35746396,50.76021942,40.10621856,41.74292086,49.12276419,18.92093366,18.57487262,19.26675401,282,0
1053.466461,65.96349846,119.0590187,160.0291538,33.98804302,57.08185796,62.75653091,22.57930711,33.31255954,38.93394655,46.56837096,49.68518118,15.65010549,34,0
909.1107435,93.84232979,140.2639735,162.7915723,39.39712421,43.74843987,63.83983229,35.97482116,40.02364076,41.81870726,108.4310143,18.48775923,16.88185433,194,0
16704.02043,78.65781862,91.49687442,117.8101791,19.61263191,33.76054531,46.20007025,39.00838462,41.75847322,47.30767451,30.48612139,17.57322305,18.56962466,101,0
6710.978489,76.59866704,95.36197898,138.2103816,27.15380974,44.81143727,54.20014963,37.09473656,39.40069766,45.09582948,72.93637243,17.77889929,17.75304948,207,0
317.7602996,71.7752809,137.2228464,152.1928839,48.03058677,51.37651035,59.68348388,11.54374985,12.32355467,12.77012974,214.9515786,10.82001251,5.144200143,10,0
272.0665484,95.57104037,126.7015861,155.0697649,32.03723503,38.82997758,60.8116725,39.24785579,40.48647918,44.10796773,169.926921,17.14348969,17.80245754,666,0
8685.081764,32.02342074,59.58992849,73.47407628,39.96315395,57.06603037,28.81336325,22.20165444,23.63597411,24.36636908,52.58330716,10.11637802,9.610970999,156,0
23.18918919,100.7567568,132.9391892,171.1554054,28.08353725,41.12406515,67.11976683,30.39616978,31.22103803,26.16829694,125.9098738,29.52083891,13.22399274,8,0
204.0765625,52.14921875,127.6640625,151.7546875,44.91912335,65.19507648,59.51164216,23.09306366,28.4125651,30.48208459,74.46992477,27.91845761,12.09971136,44,0
773.2828141,78.9080854,100.1386769,131.3685684,24.60500849,39.67582123,51.51708566,36.81864647,40.00632643,41.9307377,68.44696162,16.57558512,16.9424563,435,0
19158.32691,75.34671536,100.9556763,123.3880818,38.19046646,38.82540877,48.38748305,35.00143048,34.3596929,35.76892556,124.3535362,11.90262738,14.60110459,305,0
247395.8355,55.44598003,76.07335321,143.7376284,14.66186826,61.7010024,56.36769741,33.01200509,36.57745424,38.58913601,39.48409684,15.48042046,15.18257603,112,0
18082.60722,70.24884071,84.09547646,114.6081135,19.61410982,38.34938491,44.94435824,26.81495805,27.68447956,34.31576105,28.46735126,21.78250032,13.5244326,103,0
253447.2786,15.79108549,99.75020762,196.0515707,28.34300874,92.17470703,76.8829689,30.34061059,57.29713091,42.52426741,94.69239888,49.13573341,22.65419366,172,0
3994.296249,103.3071758,131.0520502,150.4993245,36.85982447,31.40025856,59.01934296,27.62603027,29.98542445,30.79777818,89.73373923,17.75936959,12.59757855,116,0
4912.739142,64.7967033,102.5970042,123.9356358,37.0910857,46.51452913,48.60221011,26.72246554,33.55417906,33.46759338,77.18299496,21.93749332,13.40369962,190,0
23317.57729,74.76699445,95.81129531,126.2311373,26.31624649,42.06570366,49.52134147,41.94037216,45.49381498,42.67991874,111.4736061,14.67073909,18.0423652,160,0
13645.77892,136.8523397,169.7035317,191.3209606,36.07596621,30.20108112,75.02782769,35.68755328,37.36575289,38.85141705,85.89434949,15.26628546,15.77228126,93,0
6205.569228,95.49620901,115.4762838,146.338308,24.74471676,35.39607243,57.38757175,34.81318511,36.88110756,44.37422126,47.9900119,20.80731066,17.42455411,123,0
12859.58188,73.05353633,93.60703411,121.7515321,26.59207344,38.15467218,47.74569886,32.61989902,33.86031115,38.13943004,189.838931,14.88435388,15.1230809,279,0
75451.51241,79.59985063,109.0607446,137.5870422,31.41770119,42.29262051,53.95570284,39.9915245,43.02414445,47.41025677,108.4836914,24.78416747,19.79112691,204,0
1267.858525,79.91488756,105.8415884,148.9403644,22.90721988,45.4204265,58.40798602,36.28727043,36.64328968,38.12401838,181.7688927,15.03961858,15.75084643,107,0
45694.54679,67.62928445,98.83576387,141.202423,25.41481759,52.00163199,55.38249218,43.29470745,49.89545846,49.94997229,83.76690555,20.20937881,20.60952815,458,0
2187.827454,60.56562231,88.16060131,118.1886926,26.8944285,50.15188728,46.34850691,23.0577307,25.25757928,30.4010285,150.0049498,23.54675124,11.9525699,64,0
72047.69902,49.33563705,76.75362442,107.0779243,29.08368824,53.53916802,41.99134286,31.77575103,33.65034396,37.10003451,41.17453159,17.03627328,14.74245565,390,0
